SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChambConst,Chamber,Aperture,blc_a,blc_b,blc_c,blc_d,blc_e,blc_minS,blc_maxS,blc_Po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6800-01A,6 cm²,0.578,0.5229739,0.003740252,-0.06197961,-0.005608586,1,6,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTConst,deltaTw,fT1,fT2,fTeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQConst,Leaf,Ambient,abs_ambient,abs_redLED,abs_greenLED,abs_blueLED,abs_whiteLED,abs_redFlr,abs_blueFlr,k_ambient,k_redLED,k_greenLED,k_blueLED,k_whiteLED,k_redFlr,k_blueFlr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,Sun+Sky,0.49,0.84,0.7,0.87,0.75,0.84,0.87,0.39,0.18,0.23,0.26,0.21,0.19,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QConst,fQ_Amb_in,fQ_Amb_out,fQ_HeadLS,fQ_ConsoleLS,fQ_Flr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,11.7459 83.9736 384.699 631.695 878.547 1081.89 1262.31 1404.86,0.105415 101.39 402.147 601.077 800.851 1001.18 1200.28 1401.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,zeta,WUEi,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,unitless,,s,mol m?² s?¹,µmol m?² s?¹,µmol mol?¹,µmol mol?¹,Pa,Pa,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,W m?²,°C,°C,kPa,%,kPa,kPa,kPa,W m?²,W m?²,W m?²,W m?²,µmol s?¹,%,,%,µmol s?¹,,,,,,,µmol m?² s?¹,,,,,,,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,,µmol µmol?¹,,,,,,,,,,,µmol m?² s?¹,µmol m?² s?¹,,J/µmol,cm²,,,mol m?² s?¹,s,µmol mol?¹,µmol mol?¹,mmol mol?¹,mmol mol?¹,µmol mol?¹,mmol mol?¹,µmol s?¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,,,,,µmol m?² s?¹,,,°C,°C,°C,°C,°C,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,s,,,min?¹,min?¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m?² s?¹,µmol m?² s?¹ min?¹,µmol m?² s?¹,,mol m?² s?¹,mol m?² s?¹ min?¹,mol m?² s?¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol?¹,µmol mol?¹,mmol mol?¹,mmol mol?¹,min,min,,µmol s?¹,µmol s?¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol?¹,mmol mol?¹,%,%
1,1619729654,0,20210429 16:54:13,16:54:13,20.6806758,31.07024647,1619729646,0.006357851,13.69884651,380.6528387,318.7001166,31.17680297,37.23732102,0.44089919,2.888425429,0.406634856,0.257003035,187.9535865,25.30940407,24.9931871,3.178386301,50.40301035,1.686901507,3.346826896,1.491484794,-280.381245,135.3113215,9.95181519,52.83547819,34,7,1,0,51844.34176,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,951.6492,0.589862769,-0.871144486,MPF-2353-20210429-16_53_49,10594.7,1043.6448,1439.51,0.274999965,0.5,854.9248164,13.69884651,117.5521474,1,0.017042424,0.120756368,-,0,1439.51,0.274999965,0.107745423,0.508942438,0.182661846,0,1,1000.000903,854.9248164,0.854924044,0.219848088,6,0.5,0: Broadleaf,2,1619729646,380.6528387,399.9942903,17.24409355,9.746748065,379.5596774,17.11445161,500.0342581,97.69188065,0.133006581,25.86212258,24.9931871,999.9,0,0,9998.182903,0,0.00152894,1000.000903,0.500033355,0.499966645,0,1043.69129,5.00017,10036.36452,7568.41129,42.544,44.937,43.86687097,44.70325806,45,497.5312903,497.4677419,0,4068.3,0,1043.6448,-2.543076923,-32.24615382,10035.772,15,1619729596,16:53:16,1619729588,1619729596,21,0.146,0,1.11,-0.048,400,10,0.19,0.01,13.6651436,0.197548951,0.046574393,1,0.454764851,-0.020807968,0.005158837,1,2,2,2/2,100,100,1.093,0.1288,0.581529188,0.001895663,-1.65232E-06,5.50892E-10,-0.054842856,-0.014468199,0.001589117,-6.65655E-06,1,1961,2,22,1.1,1,2,464.413,479.466,23.922,28.9295,30.0001,28.9739,28.9794,19.5853,36.3337,15.5764,23.9228,400,9.7261,101.33,102.177
2,1619729782,128,20210429 16:56:21,16:56:21,587.20895,-0.56020554,1619729774,0.00655343,-0.25612515,49.90983,49.6461753,4.857497288,4.883293877,0.457198531,2.88845008,0.420467271,0.265845855,187.9538011,25.2628286,24.99531667,3.178789881,50.53351014,1.691769488,3.347817089,1.487020393,-289.0062653,135.7585448,9.984979806,44.6910604,34,7,1,0,51844.55723,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,951.6492,0.589862769,-0.871144486,MPF-2354-20210429-16_55_57,10594.4,1137.1104,1321.66,0.139634702,0.5,854.9289905,-0.25612515,59.68887733,1,0.000719381,0.22069216,-,0,1321.66,0.139634702,0.180792641,0.279633656,0.306499496,0,1,1000.006267,854.9289905,0.854923633,0.219847266,6,0.5,0: Broadleaf,2,1619729774,49.90983,49.99497,17.29077333,9.563225333,49.27197,17.15920667,500.0382667,97.70931333,0.133013067,25.86711667,24.99531667,999.9,0,0,9996.540667,0,0.00152894,1000.006267,0.500046867,0.4999526,0,1137.049667,5.00017,10850.02,7568.485667,42.6208,44.9916,43.937,44.75,45.062,497.5486667,497.4576667,0,127.2,0,1137.1104,4.439230765,33.56153844,10850.392,15,1619729735,16:55:34,1619729718,1619729735,22,-0.033,0,0.638,-0.053,50,10,0.28,0.01,-0.218595095,-0.227370101,0.065150967,1,0.463165308,0.070748349,0.029166072,1,2,2,2/2,100,100,0.638,0.1302,0.548390624,0.001895663,-1.65232E-06,5.50892E-10,-0.054424779,-0.014468199,0.001589117,-6.65655E-06,1,1961,2,22,1.1,0.8,2,464.475,478.304,23.9123,28.9369,30.0001,28.9838,28.9874,5.15875,36.5457,14.4427,23.9178,50,9.50127,101.334,102.177
3,1619729902,248.5,20210429 16:58:22,16:58:22,43.21892279,2.028980842,1619729894,0.006719885,0.954044378,73.27557097,68.03936496,6.656702416,7.168992106,0.470208667,2.889456333,0.431464369,0.272879719,187.9508144,25.21966266,24.99362903,3.178470049,50.55806948,1.692645646,3.347923809,1.485824404,-296.3469201,136.1525672,10.01041489,37.76687642,34,7,1,0,51873.08034,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,951.6492,0.589862769,-0.871144486,MPF-2355-20210429-16_57_57,10594.5,1122.4144,1312.07,0.144546861,0.5,854.9208628,0.954044378,61.78806359,1,0.002134921,0.229614274,-,0,1312.07,0.144546861,0.186736832,0.291607727,0.316576739,0,1,999.9975806,854.9208628,0.854922931,0.219845862,6,0.5,0: Broadleaf,2,1619729894,73.27557097,75.01118065,17.30083871,9.37707129,72.59269355,17.16847419,500.0367742,97.70305484,0.132990806,25.86765484,24.99362903,999.9,0,0,10002.96161,0,0.00152894,999.9975806,0.500069,0.49993,0,1122.412258,5.00017,10711.39032,7568.475161,42.687,45.004,44,44.808,45.125,497.5680645,497.4303226,0,119.5999999,0,1122.4144,-1.90769233,-23.36153848,10711.14,15,1619729855,16:57:34,1619729839,1619729855,23,0.005,0,0.686,-0.054,75,9,0.26,0.01,0.9623955,-0.092010012,0.067439461,1,0.479224035,0.053363555,0.025788298,1,2,2,2/2,100,100,0.683,0.1309,0.553768566,0.001895663,-1.65232E-06,5.50892E-10,-0.053945791,-0.014468199,0.001589117,-6.65655E-06,1,1961,2,22,1.1,0.8,2,464.616,477.959,23.9286,28.9418,30.0001,28.9885,28.9918,6.21843,37.1762,13.4897,23.9297,75,9.29561,101.331,102.181
4,1619730032,378.5,20210429 17:00:32,17:00:32,29.59407333,4.451906577,1619730024,0.006894187,2.150279275,96.63443333,86.68922914,8.479231698,9.451990269,0.483001886,2.888178453,0.442202088,0.27975424,187.9508159,25.18151131,24.99817,3.179330694,50.52546503,1.692363995,3.349526805,1.4869667,-304.0336258,136.6436914,10.05160704,30.61248851,33,7,1,0,51834.64148,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,951.6492,0.589862769,-0.871144486,MPF-2356-20210429-17_00_07,10594.4,1103.385385,1308.4,0.156691085,0.5,854.9199693,2.150279275,66.97916871,1,0.00353416,0.233063283,-,0,1308.4,0.156691085,0.189011616,0.317012059,0.320433202,0,1,999.9964,854.9199693,0.854923047,0.219846094,6,0.5,0: Broadleaf,2,1619730024,96.63443333,100.01396,17.30224333,9.173004667,95.9438,17.16714333,500.0395667,97.67880333,0.133021533,25.87573667,24.99817,999.9,0,0,9998.102667,0,0.00152894,999.9964,0.500065033,0.4999342,0,1103.382,5.00017,10537.86667,7568.452,42.75,45.0662,44.062,44.8246,45.15393333,497.562,497.432,0,129.2,0,1103.385385,-2.607179479,-25.99316241,10537.83462,15,1619729985,16:59:45,1619729971,1619729985,24,-0.03,0.003,0.696,-0.055,100,9,0.28,0.01,2.159639494,-0.142384929,0.074910787,1,0.49155246,0.066407275,0.029215986,1,2,2,2/2,100,100,0.691,0.1339,0.523486717,0.001895663,-1.65232E-06,5.50892E-10,-0.051173715,-0.014468199,0.001589117,-6.65655E-06,1,1961,2,22,1,0.8,2,464.716,477.482,23.9278,28.9418,30.0001,28.9898,28.9942,7.28376,37.4027,12.4068,23.9315,100,9.07808,101.334,102.18
5,1619730158,504.5,20210429 17:02:38,17:02:38,22.51500743,9.132569845,1619730150,0.007068945,4.539028284,143.3392258,124.2456551,12.15084741,14.0181406,0.497015447,2.887549165,0.453918308,0.287258983,187.9524744,25.13075458,24.98640968,3.177102191,50.52836197,1.692007611,3.348629453,1.48509458,-311.7404831,137.7404598,10.13366516,24.08611617,33,7,1,0,51817.12956,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,951.6492,0.589862769,-0.871144486,MPF-2357-20210429-17_02_13,10594.4,1075.324231,1309.71,0.178960052,0.5,854.9239712,4.539028284,76.49861902,1,0.00632825,0.231829947,-,0,1309.71,0.178960052,0.188199636,0.361695717,0.319056644,0,1,1000.000548,854.9239712,0.854923502,0.219847005,6,0.5,0: Broadleaf,2,1619730150,143.3392258,150.0015161,17.30122903,8.965822258,142.6822581,17.16885161,500.0339355,97.66394516,0.13301529,25.8712129,24.98640968,999.9,0,0,9996.00871,0,0.00152894,1000.000548,0.500049806,0.499950194,0,1075.37,5.00017,10288.11613,7568.449032,42.782,45.09654839,44.09654839,44.875,45.187,497.5503226,497.4506452,0,125.5999999,0,1075.324231,-2.792820517,-26.10940172,10287.82692,15,1619730111,17:01:50,1619730102,1619730111,25,-0.105,-0.003,0.667,-0.06,150,9,0.12,0.01,4.550586726,-0.17039075,0.11005707,1,0.504612231,0.078192461,0.031599653,1,2,2,2/2,100,100,0.657,0.1308,0.418495114,0.001895663,-1.65232E-06,5.50892E-10,-0.053947753,-0.014468199,0.001589117,-6.65655E-06,1,1961,2,22,0.9,0.8,2,464.838,477.064,23.9573,28.9369,30,28.9863,28.9918,9.41627,37.7082,11.3431,23.9631,150,8.89524,101.338,102.182
6,1619730293,639.5,20210429 17:04:53,17:04:53,20.66146477,13.17156061,1619730285,0.007229823,6.691336856,190.3275667,163.1420535,15.95466436,18.61330283,0.508013975,2.888471291,0.463093563,0.293137679,187.9535521,25.09618681,24.99353333,3.178451914,50.4353953,1.689657621,3.350142516,1.488794293,-318.8351942,137.862844,10.14018287,17.12138472,33,7,1,0,51842.12916,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,951.6492,0.589862769,-0.871144486,MPF-2358-20210429-17_04_28,10594.4,1051.036,1321.74,0.204808813,0.5,854.9255283,6.691336856,87.54814117,1,0.008845778,0.220618276,-,0,1321.74,0.204808813,0.180743055,0.410127003,0.306415431,0,1,1000.001867,854.9255283,0.854923932,0.219847865,6,0.5,0: Broadleaf,2,1619730285,190.3275667,200.0078,17.27734333,8.751989667,189.5829333,17.14575,500.0316333,97.66316333,0.1329844,25.87884,24.99353333,999.9,0,0,10001.38633,0,0.00152894,1000.001867,0.5000367,0.4999633,0,1051.059,5.00017,10070.61333,7568.430667,42.812,45.125,44.125,44.8812,45.25,497.5356667,497.4646667,0,134.3999999,0,1051.036,-2.070000018,-21.71538466,10070.388,15,1619730246,17:04:06,1619730224,1619730111,26,0.022,-0.003,0.757,-0.06,200,9,0.07,0.01,6.701555177,-0.190343845,0.137920817,1,0.517421217,0.07060781,0.030223985,1,2,2,2/2,100,100,0.744,0.1299,0.440958839,0.001895663,-1.65232E-06,5.50892E-10,-0.053947753,-0.014468199,0.001589117,-6.65655E-06,1,1961,2,22,1.2,3,2,464.889,476.873,23.9545,28.9295,30.0001,28.9814,28.9868,11.5163,38.1062,10.2608,23.9591,200,8.69629,101.34,102.184
